"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"33T","2K6","CA",NA,NA,"2018-03-07","DP","adlib",NA,NA
"9.00E+03","12O","NC",NA,NA,"2018-03-08","DP","adlib",NA,NA
"0C7","2K3","FG",NA,NA,"2018-03-27","DP","adlib",NA,NA
"2D0","0M1","FG",NA,NA,"2018-03-27","DP","adlib",NA,NA
"4.00E+02","81O","CA",NA,NA,"2018-03-27","DP","adlib",NA,NA
"36V","61R","A",NA,NA,"2018-03-28","DP","adlib",NA,NA
"0J4","12O","NC",NA,NA,"2018-03-28","DP","adlib",NA,NA
"9K9","3I9","D",NA,NA,"2018-03-29","DP","adlib",NA,NA
"77I","2K5","CA",NA,NA,"2018-04-02","DP","adlib",NA,NA
"3I6","4.00E+02","NC",NA,NA,"2018-04-02","DP","adlib",NA,NA
"2K6","0M1","CA",NA,NA,"2018-04-04","DP","adlib",NA,NA
"3J7","32Z","NC",NA,NA,"2018-04-04","DP","adlib",NA,NA
"5B0","3I9","CA",NA,NA,"2018-04-04","DP","adlib",NA,NA
"9F9","1B1","NC",NA,NA,"2018-04-05","DP","adlib",NA,NA
"3M2","6B8","NC",NA,NA,"2018-04-12","DP","adlib",NA,NA
"5L4","7G1","NC",NA,NA,"2018-04-12","DP","adlib",NA,NA
"8J3","81O","CA",NA,NA,"2018-04-17","DP","adlib",NA,NA
"3I6","0M1","A",NA,NA,"2018-04-17","DP","adlib",NA,NA
"12O","2K6","A",NA,NA,"2018-04-18","DP","adlib",NA,NA
"6K5","12O","CA",NA,NA,"2018-04-20","DP","adlib",NA,NA
"77I","12O","CA",NA,NA,"2018-04-20","DP","adlib",NA,NA
"6K5","33T","FG",NA,NA,"2018-05-02","DP","adlib",NA,NA
"9.00E+03","04T","A",NA,NA,"2018-05-02","DP","adlib",NA,NA
"0H8","2K6","A",NA,NA,"2018-05-09","DP","adlib",NA,NA
"3I6","32Z","NC",NA,NA,"2018-05-10","DP","adlib",NA,NA
"12O","5N5","A",NA,NA,"2018-05-14","DP","adlib",NA,NA
"3I5","0C7","NC",NA,NA,"2018-05-15","DP","adlib",NA,NA
"19T","1B1","FG",NA,NA,"2018-05-15","DP","adlib",NA,NA
"8J3","5B0","NC",NA,NA,"2018-05-15","DP","adlib",NA,NA
"33T","0M1","FG",NA,NA,"2018-05-23","DP","adlib",NA,NA
"6K5","3I6","FG",NA,NA,"2018-05-29","DP","adlib",NA,NA
"36V","3I6","NC",NA,NA,"2018-05-31","DP","adlib",NA,NA
"77I","0M1","A",NA,NA,"2018-05-31","DP","adlib",NA,NA
"36V","7G1","CA",NA,NA,"2018-06-06","DP","adlib",NA,NA
"3I6","4G8","A",NA,NA,"2018-06-21","DP","adlib",NA,NA
"5K8","1F2","CA",NA,NA,"2018-06-21","DP","adlib",NA,NA
"04T","33T","A",NA,NA,"2018-06-26","DP","adlib",NA,NA
"1.00E+05","3I6","FG",NA,NA,"2018-06-26","DP","adlib",NA,NA
"11Z","4.00E+02","NC",NA,NA,"2018-07-02","DP","adlib",NA,NA
"0G1","7G1","NC",NA,NA,"2018-07-06","DP","adlib",NA,NA
"0G1","33T","CA",NA,NA,"2018-07-06","DP","adlib",NA,NA
"5L4","4K7","A",NA,NA,"2018-07-06","DP","adlib",NA,NA
"36V","4.00E+02",NA,NA,NA,"2018-07-11","DP","adlib",NA,NA
"7G1","5N5","CA",NA,NA,"2018-07-11","DP","adlib",NA,NA
"8K9","3M2","CA",NA,NA,"2018-07-12","DP","adlib",NA,NA
"4G8","2K6","CA",NA,NA,"2018-07-12","DP","adlib",NA,NA
"4.00E+02","61R","FG",NA,NA,"2018-07-17","DP","adlib",NA,NA
"9.00E+03","1F2","FG",NA,NA,"2018-07-23","DP","adlib",NA,NA
"2K5","0M1","A",NA,NA,"2018-07-24","DP","adlib",NA,NA
"1F2","0J4","CA",NA,NA,"2018-07-24","DP","adlib",NA,NA
"5L4","4.00E+02","CA",NA,NA,"2018-08-02","DP","adlib",NA,NA
"0J4","81O","NC",NA,NA,"2018-08-02","DP","adlib",NA,NA
"12O","5N5","FG",NA,NA,"2018-08-10","DP","adlib",NA,NA
"3B9","5N5","FG",NA,NA,"2018-08-13","DP","adlib",NA,NA
"3B9","0C7","FG",NA,NA,"2018-08-14","DP","adlib",NA,NA
"6B8","7G1","NC",NA,NA,"2018-08-14","DP","adlib",NA,NA
"7K4","5N5","NC",NA,NA,"2018-08-14","DP","adlib",NA,NA
"5L4","4K7","NC",NA,NA,"2018-08-15","DP","adlib",NA,NA
"8K9","4K7","NC",NA,NA,"2018-08-20","DP","adlib",NA,NA
"33T","61R","FG",NA,NA,"2018-08-20","DP","adlib",NA,NA
"6I9","7G1","NC",NA,NA,"2018-08-20","DP","adlib",NA,NA
"81O","77I","U",NA,NA,"2018-08-21","DP","adlib",NA,NA
"0I9","2K6","A",NA,NA,"2018-08-21","DP","adlib",NA,NA
"5L4","3I9","NC",NA,NA,"2018-08-21","DP","adlib",NA,NA
"2k6","61r","FG",NA,NA,"2018-08-31","DP","adlib",NA,NA
"2K5","61R","FG",NA,NA,"2018-09-07","DP","adlib",NA,NA
"5J1","45Z","AG",NA,NA,"2017-10-26","DP","adlib",NA,NA
"25R","8K1","SR",NA,NA,"2017-10-26","DP","adlib",NA,NA
"73S","3I9","AG",NA,NA,"2017-10-26","DP","adlib",NA,NA
"5K8","3I6","AG",NA,NA,"2017-10-26","DP","adlib",NA,NA
"6B8","0I9","AG",NA,NA,"2017-10-26","DP","adlib",NA,NA
"18I","61R","SR",NA,NA,"2017-10-27","DP","adlib",NA,NA
"5C6","0F0","SR",NA,NA,"2017-10-27","DP","adlib",NA,NA
"9K9","4.00E+02","AG",NA,NA,"2017-10-30","DP","adlib",NA,NA
"4C5","1D5","AG",NA,NA,"2017-10-30","DP","adlib",NA,NA
"3D9","1B1","AG",NA,NA,"2017-10-30","DP","adlib",NA,NA
"2G2","2K3","SR",NA,NA,"2017-10-30","DP","adlib",NA,NA
"7K8","14E","AG",NA,NA,"2017-11-02","DP","adlib",NA,NA
"8J3","0C7","AG",NA,NA,"2017-11-02","DP","adlib",NA,NA
"3D9","1K1","AG",NA,NA,"2017-11-03","DP","adlib",NA,NA
"7G1","25R","AG",NA,NA,"2017-11-03","DP","adlib",NA,NA
"1K2","93T","AG",NA,NA,"2017-11-09","DP","adlib",NA,NA
"5K8","4K7","AG",NA,NA,"2017-11-11","DP","adlib",NA,NA
"3D9","18I","AG",NA,NA,"2017-11-15","DP","adlib",NA,NA
"1G0","4.00E+02","AG",NA,NA,"2017-11-15","DP","adlib",NA,NA
"6K5","9.00E+03","SR",NA,NA,"2017-11-27","DP","adlib",NA,NA
"5.00E+08","1G1","AG",NA,NA,"2017-11-28","DP","adlib",NA,NA
"53Z","1G1","AG",NA,NA,"2017-11-28","DP","adlib",NA,NA
"5C6","2.00E+04","SR",NA,NA,"2017-11-28","DP","adlib",NA,NA
"5C6","9C1","AG",NA,NA,"2017-11-29","DP","adlib",NA,NA
"7C4","2K3","AG",NA,NA,"2017-11-30","DP","adlib",NA,NA
"4G8","4.00E+02","SR",NA,NA,"2017-12-05","DP","adlib",NA,NA
"7G1","3J7","SR",NA,NA,"2017-12-13","DP","adlib",NA,NA
"9.00E+03","1F2","SR",NA,NA,"2017-12-20","DP","adlib",NA,NA
"2G2","2K6","AG",NA,NA,"2018-01-08","DP","adlib",NA,NA
"33T","2K6","SR",NA,NA,"2018-01-16","DP","adlib",NA,NA
"3D9","2K3","AG",NA,NA,"2018-01-18","DP","adlib",NA,NA
"5.00E+08","2K3","AG",NA,NA,"2018-01-19","DP","adlib",NA,NA
"4J4","73S","SR",NA,NA,"2018-01-26","DP","adlib",NA,NA
"8K1","4G8","SR",NA,NA,"2018-02-02","DP","adlib",NA,NA
"8K1","4.00E+02","SR",NA,NA,"2018-02-05","DP","adlib",NA,NA
"90T","1K1","AG",NA,NA,"2018-02-09","DP","adlib",NA,NA
"8J3","77I","SR",NA,NA,"2018-02-09","DP","adlib",NA,NA
"2D0","3J7","SR",NA,NA,"2018-02-14","DP","adlib",NA,NA
"7G1","4G8","AG",NA,NA,"2018-02-15","DP","adlib",NA,NA
"90T","0M1","AG",NA,NA,"2018-02-16","DP","adlib",NA,NA
"2G4","61R","AG",NA,NA,"2018-02-16","DP","adlib",NA,NA
"7G1","0G1","SR",NA,NA,"2018-02-22","DP","adlib",NA,NA
"3J7","0M1","SR",NA,NA,"2018-03-01","DP","adlib",NA,NA
"1K1","0M3","SR",NA,NA,"2018-03-06","DP","adlib",NA,NA
"5L8","93T","AG",NA,NA,"2018-03-06","DP","adlib",NA,NA
"7K8","14E","SR",NA,NA,"2018-03-08","DP","adlib",NA,NA
"6K5","77I","AG",NA,NA,"2018-03-08","DP","adlib",NA,NA
"8J3","3I5","SR",NA,NA,"2018-03-27","DP","adlib",NA,NA
"00V","2.00E+04","SR",NA,NA,"2018-04-02","DP","adlib",NA,NA
"51Z","9C1","AG",NA,NA,"2018-04-02","DP","adlib",NA,NA
"4G8","2N0","SR",NA,NA,"2018-04-02","DP","adlib",NA,NA
"1B0","4C9","AG",NA,NA,"2018-04-03","DP","adlib",NA,NA
"1F2","3I9","AG",NA,NA,"2018-04-04","DP","adlib",NA,NA
"5B0","3I9","AG",NA,NA,"2018-04-04","DP","adlib",NA,NA
"2K5","61R","SR",NA,NA,"2018-04-12","DP","adlib",NA,NA
"5B0","2K3","SR",NA,NA,"2018-04-13","DP","adlib",NA,NA
"2N8","32Z","AG",NA,NA,"2018-04-16","DP","adlib",NA,NA
"8N3","1G1","SR",NA,NA,"2018-04-16","DP","adlib",NA,NA
"85T","3D9","SR",NA,NA,"2018-04-16","DP","adlib",NA,NA
"1.00E+05","8J3","SR",NA,NA,"2018-04-17","DP","adlib",NA,NA
"1.00E+05","81O","SR",NA,NA,"2018-04-17","DP","adlib",NA,NA
"5K8","3K1","AG",NA,NA,"2018-04-17","DP","adlib",NA,NA
"1G1","0M3","SR",NA,NA,"2018-04-18","DP","adlib",NA,NA
"0I9","0M1","SR",NA,NA,"2018-04-24","DP","adlib",NA,NA
"2I3","4J4","AG",NA,NA,"2018-04-24","DP","adlib",NA,NA
"2K3","5N5","SR",NA,NA,"2018-04-25","DP","adlib",NA,NA
"2G3","1I7","SR",NA,NA,"2018-04-26","DP","adlib",NA,NA
"2D0","4G8","AG",NA,NA,"2018-04-26","DP","adlib",NA,NA
"33T","12O","SR",NA,NA,"2018-04-26","DP","adlib",NA,NA
"5L4","9.00E+03","AG",NA,NA,"2018-04-27","DP","adlib",NA,NA
"3J7","2K5","SR",NA,NA,"2018-04-27","DP","adlib",NA,NA
"6I9","0J4","SR",NA,NA,"2018-04-30","DP","adlib",NA,NA
"9F9","2K6","AG",NA,NA,"2018-05-02","DP","adlib",NA,NA
"6.00E+06","0J4","SR",NA,NA,"2018-05-03","DP","adlib",NA,NA
"6B8","77I","SR",NA,NA,"2018-05-09","DP","adlib",NA,NA
"8N3","1K1","SR",NA,NA,"2018-05-10","DP","adlib",NA,NA
"1G0","5.00E+08","AG",NA,NA,"2018-05-11","DP","adlib",NA,NA
"JM","12O","AG",NA,NA,"2018-05-11","DP","adlib",NA,NA
"81O","2K5","AG",NA,NA,"2018-05-11","DP","adlib",NA,NA
"6I9","2D0","SR",NA,NA,"2018-05-14","DP","adlib",NA,NA
"8N3","00V","SR",NA,NA,"2018-05-16","DP","adlib",NA,NA
"9M8","1K1","AG",NA,NA,"2018-05-17","DP","adlib",NA,NA
"2K5","61R","SR",NA,NA,"2018-05-24","DP","adlib",NA,NA
"JM","2K6","AG",NA,NA,"2018-05-25","DP","adlib",NA,NA
"4C9","1K1","AG",NA,NA,"2018-05-31","DP","adlib",NA,NA
"JM","6.00E+06","AG",NA,NA,"2018-05-31","DP","adlib",NA,NA
"7M8","0H8","AG",NA,NA,"2018-06-01","DP","adlib",NA,NA
"JM","2N8","AG",NA,NA,"2018-06-07","DP","adlib",NA,NA
"77I","61R","SR",NA,NA,"2018-06-07","DP","adlib",NA,NA
"2N8","8K1","SR",NA,NA,"2018-06-07","DP","adlib",NA,NA
"93R","4G8","SR",NA,NA,"2018-06-13","DP","adlib",NA,NA
"4J4","2K4","AG",NA,NA,"2018-06-13","DP","adlib",NA,NA
"7K8","0M4","SR",NA,NA,"2018-06-15","DP","adlib",NA,NA
"7G1","12O","SR",NA,NA,"2018-06-18","DP","adlib",NA,NA
"5L8","9C1","AG",NA,NA,"2018-06-21","DP","adlib",NA,NA
"1B0","2G2","AG",NA,NA,"2018-07-02","DP","adlib",NA,NA
"61R","0M3","SR",NA,NA,"2018-07-05","DP","adlib",NA,NA
"7K4","6K5","SR",NA,NA,"2018-07-05","DP","adlib",NA,NA
"0G1","7G1","AG",NA,NA,"2018-07-06","DP","adlib",NA,NA
"36V","4.00E+02","AG",NA,NA,"2018-07-11","DP","adlib",NA,NA
"3H0","1K1","AG",NA,NA,"2018-07-12","DP","adlib",NA,NA
"4C9","1K1","AG",NA,NA,"2018-07-12","DP","adlib",NA,NA
"8J3","7G1","AG",NA,NA,"2018-07-13","DP","adlib",NA,NA
"2G2","8N3","AG",NA,NA,"2018-07-17","DP","adlib",NA,NA
"2G3","1I5","AG",NA,NA,"2018-07-17","DP","adlib",NA,NA
"6I9","0G8","SR",NA,NA,"2018-07-24","DP","adlib",NA,NA
"7K4","5N5","AG",NA,NA,"2018-08-14","DP","adlib",NA,NA
"1I6","1I5","AG",NA,NA,"2018-08-21","DP","adlib",NA,NA
"0H8","2K6","SR",NA,NA,"2018-09-18","DP","adlib",NA,NA
"2K6","61R","SR",NA,NA,"2018-09-27","DP","adlib",NA,NA
"73S","0M1","SR",NA,NA,"2018-10-01","DP","adlib",NA,NA
"2G2","5.00E+08","AG",NA,NA,"2018-10-04","DP","adlib",NA,NA
"1I5","2K6","AR",NA,NA,"2017-10-30","DP","adlib",NA,NA
"0F0","1K1","AR",NA,NA,"2017-10-31","DP","adlib",NA,NA
"2K6","0M1","AR",NA,NA,"2017-11-02","DP","adlib",NA,NA
"5J1","3I9","SG",NA,NA,"2017-11-10","DP","adlib",NA,NA
"2K6","61R","SG",NA,NA,"2017-11-10","DP","adlib",NA,NA
"1B0","9.00E+08","SG",NA,NA,"2017-12-11","DP","adlib",NA,NA
"3J7","77I","SG",NA,NA,"2017-12-11","DP","adlib",NA,NA
"1B0","9.00E+08","SG",NA,NA,"2017-12-15","DP","adlib",NA,NA
"85T","2I3","AR",NA,NA,"2017-12-20","DP","adlib",NA,NA
"5J1","3I6","SG",NA,NA,"2018-01-03","DP","adlib",NA,NA
"1I5","2G4","AR",NA,NA,"2018-01-03","DP","adlib",NA,NA
"90T","52Z","AR",NA,NA,"2018-01-04","DP","adlib",NA,NA
"2K1","1G1","AR",NA,NA,"2018-01-08","DP","adlib",NA,NA
"61R","0M4","AR",NA,NA,"2018-01-16","DP","adlib",NA,NA
"6.00E+06","73S","SG",NA,NA,"2018-01-18","DP","adlib",NA,NA
"2I3","7G1","AR",NA,NA,"2018-01-25","DP","adlib",NA,NA
"33T","2K3","AR",NA,NA,"2018-01-26","DP","adlib",NA,NA
"4J4","73S","SG",NA,NA,"2018-01-26","DP","adlib",NA,NA
"0G8","4G8","SG",NA,NA,"2018-02-01","DP","adlib",NA,NA
"0M3","2K6","SG",NA,NA,"2018-02-02","DP","adlib",NA,NA
"3J7","2K5","SG",NA,NA,"2018-02-05","DP","adlib",NA,NA
"1F2","77I","AR",NA,NA,"2018-02-08","DP","adlib",NA,NA
"2G2","53Z","AR",NA,NA,"2018-02-08","DP","adlib",NA,NA
"36V","93T","AR",NA,NA,"2018-02-08","DP","adlib",NA,NA
"51Z","12O","AR",NA,NA,"2018-02-08","DP","adlib",NA,NA
"6.00E+06","0C7","SG",NA,NA,"2018-02-14","DP","adlib",NA,NA
"0M3","61R","SG",NA,NA,"2018-02-16","DP","adlib",NA,NA
"1B1","12O","SG",NA,NA,"2018-02-16","DP","adlib",NA,NA
"78I","5N5","SG",NA,NA,"2018-02-22","DP","adlib",NA,NA
"4G8","61R","SG",NA,NA,"2018-02-28","DP","adlib",NA,NA
"3I9","1B1","SG",NA,NA,"2018-03-02","DP","adlib",NA,NA
"5L8","93T","AR",NA,NA,"2018-03-06","DP","adlib",NA,NA
"3B9","5B0","SG",NA,NA,"2018-03-07","DP","adlib",NA,NA
"6B8","32Z","SG",NA,NA,"2018-03-27","DP","adlib",NA,NA
"3M2","6B8","SG",NA,NA,"2018-03-28","DP","adlib",NA,NA
"3J7","0M1","SG",NA,NA,"2018-03-29","DP","adlib",NA,NA
"3B9","04T","SG",NA,NA,"2018-04-02","DP","adlib",NA,NA
"3I6","12O","AR",NA,NA,"2018-04-03","DP","adlib",NA,NA
"1B0","4C9","AR",NA,NA,"2018-04-03","DP","adlib",NA,NA
"1F2","3I9","AR",NA,NA,"2018-04-04","DP","adlib",NA,NA
"2K1","9C1","AR",NA,NA,"2018-04-13","DP","adlib",NA,NA
"0C7","5N5","SG",NA,NA,"2018-04-18","DP","adlib",NA,NA
"36V","3J7","AR",NA,NA,"2018-04-20","DP","adlib",NA,NA
"9.00E+03","04T","SG",NA,NA,"2018-04-24","DP","adlib",NA,NA
"81O","4.00E+02","SG",NA,NA,"2018-04-24","DP","adlib",NA,NA
"9K9","6K5","SG",NA,NA,"2018-04-25","DP","adlib",NA,NA
"1G6","2I3","AR",NA,NA,"2018-04-25","DP","adlib",NA,NA
"5.00E+08","7C4","SG",NA,NA,"2018-04-30","DP","adlib",NA,NA
"7G1","04T","SG",NA,NA,"2018-05-01","DP","adlib",NA,NA
"8J3","6K5","AR",NA,NA,"2018-05-10","DP","adlib",NA,NA
"36V","2K5","AR",NA,NA,"2018-05-23","DP","adlib",NA,NA
"3K1","3I6","AR",NA,NA,"2018-05-23","DP","adlib",NA,NA
"1I7","0M3","SG",NA,NA,"2018-05-24","DP","adlib",NA,NA
"1K2","2G4","AR",NA,NA,"2018-05-25","DP","adlib",NA,NA
"04T","3I6","SG",NA,NA,"2018-05-29","DP","adlib",NA,NA
"32Z","2K3","SG",NA,NA,"2018-06-01","DP","adlib",NA,NA
"3D9","8N3","SG",NA,NA,"2018-06-05","DP","adlib",NA,NA
"2K1","4C9","AR",NA,NA,"2018-06-06","DP","adlib",NA,NA
"9.00E+08","2G4","AR",NA,NA,"2018-06-07","DP","adlib",NA,NA
"4C5","9C1","AR",NA,NA,"2018-06-13","DP","adlib",NA,NA
"2I3","1I7","SG",NA,NA,"2018-06-18","DP","adlib",NA,NA
"1I6","1B0","AR",NA,NA,"2018-06-20","DP","adlib",NA,NA
"3I6","1B1","SG",NA,NA,"2018-06-21","DP","adlib",NA,NA
"2K3","61R","SG",NA,NA,"2018-06-25","DP","adlib",NA,NA
"5N5","61R","SG",NA,NA,"2018-07-05","DP","adlib",NA,NA
"1I5","1K1","AR",NA,NA,"2018-07-05","DP","adlib",NA,NA
"5L4","4K7","SG",NA,NA,"2018-07-06","DP","adlib",NA,NA
"36V","4.00E+02","AR",NA,NA,"2018-07-11","DP","adlib",NA,NA
"6.00E+06","32Z","SG",NA,NA,"2018-07-25","DP","adlib",NA,NA
"7K4","5N5","AR",NA,NA,"2018-08-14","DP","adlib",NA,NA
"5K8","36V","SG",NA,NA,"2018-09-11","DP","adlib",NA,NA
"1F2","04T","AR",NA,NA,"2018-09-17","DP","adlib",NA,NA
"73S","32Z","SG",NA,NA,"2018-09-27","DP","adlib",NA,NA
